Enfermedad;Indicador;Year;Pais;Region;Genero;Area;Numeric;Lim_inf;Lim_sup
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Mujeres;;73.6;63.7;82.1
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Total;;66.2;58.7;73.2
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Hombres;;57.2;45.8;68
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Mujeres;;74.4;63.8;83.4
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Total;;67.1;58.8;74.5
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Hombres;;58.3;46;69.9
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Mujeres;;75.1;63.5;84.6
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Total;;67.9;58.9;75.8
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Hombres;;59.3;46.1;71.5
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Mujeres;;75.7;63;86
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Total;;68.7;58.8;77.3
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Hombres;;60.3;46.3;73.4
Las enfermedades no transmisibles;Hipertensión diagnosticada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Mujeres;;76.3;62.4;87.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Total;;31.8;24;39.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Hombres;;22.7;14.1;32.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Mujeres;;40.1;28.2;52.9
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Total;;32.9;25.4;40.5
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Hombres;;23.6;15.3;32.9
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Mujeres;;41.4;29.7;53.5
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Total;;34.1;26.9;41.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Hombres;;24.7;16.6;33.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Mujeres;;42.8;31.5;54.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Total;;35.5;28.3;42.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Hombres;;25.8;17.8;34.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Mujeres;;44.3;33.3;55.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Total;;36.9;29.9;43.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Hombres;;27;19.1;35.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Mujeres;;45.9;35.1;56.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Total;;38.4;31.5;45.1
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Hombres;;28.2;20.3;36.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Mujeres;;47.6;37;58
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Total;;39.9;33.1;46.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Hombres;;29.5;21.7;37.9
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Mujeres;;49.2;38.8;59.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Total;;41.4;34.8;47.9
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Hombres;;30.8;23.1;39.1
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Mujeres;;50.9;40.6;60.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Total;;42.9;36.3;49.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Hombres;;32.2;24.3;40.5
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Mujeres;;52.5;42.2;62.2
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Total;;44.3;37.8;50.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Hombres;;33.6;25.5;42.2
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Mujeres;;54.1;43.6;63.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Total;;45.8;39.1;52.2
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Hombres;;35;26.7;43.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Mujeres;;55.6;45.1;65.2
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Total;;47.2;40.4;53.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Hombres;;36.3;27.8;45.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Mujeres;;56.9;46.4;66.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Total;;48.5;41.7;55.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Hombres;;37.6;28.8;47
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Mujeres;;58.2;47.3;68.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Total;;49.7;42.5;56.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Hombres;;38.9;29.6;48.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Mujeres;;59.4;48;69.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Total;;50.8;43.3;58.3
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Hombres;;40.1;30.1;50.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Mujeres;;60.4;48.5;71.1
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Total;;51.8;43.9;59.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Hombres;;41.3;30.6;52.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Mujeres;;61.2;48.8;72.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Total;;52.8;44.3;61.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Hombres;;42.5;31;54.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Mujeres;;62;48.9;74.2
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Total;;53.6;44.2;63
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Hombres;;43.5;31.1;56.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Mujeres;;62.7;48.4;75.8
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Total;;54.4;44.1;64.7
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Hombres;;44.6;31.1;59.1
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Mujeres;;63.3;47.6;77.5
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Total;;55.3;44;66.4
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Hombres;;45.6;30.9;61.6
Las enfermedades no transmisibles;Hipertensión tratada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Mujeres;;63.9;46.6;79.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Total;;8.3;4.7;13.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Hombres;;5.8;2.4;10.9
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2000;Colombia;Región de las Américas;Mujeres;;10.7;4.8;18.8
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Total;;8.9;5.3;13.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Hombres;;6.2;2.7;11.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2001;Colombia;Región de las Américas;Mujeres;;11.4;5.5;19.6
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Total;;9.6;5.9;14.4
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Hombres;;6.7;3.2;11.9
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2002;Colombia;Región de las Américas;Mujeres;;12.3;6.2;20.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Total;;10.5;6.7;15.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Hombres;;7.3;3.7;12.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2003;Colombia;Región de las Américas;Mujeres;;13.4;7.3;21.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Total;;11.5;7.6;16.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Hombres;;8;4.2;13
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2004;Colombia;Región de las Américas;Mujeres;;14.7;8.3;22.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Total;;12.5;8.5;17.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Hombres;;8.7;4.8;13.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2005;Colombia;Región de las Américas;Mujeres;;16.1;9.5;24.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Total;;13.7;9.5;18.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Hombres;;9.5;5.4;14.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2006;Colombia;Región de las Américas;Mujeres;;17.6;10.8;26
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Total;;15;10.5;20
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Hombres;;10.3;6;15.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2007;Colombia;Región de las Américas;Mujeres;;19.2;12.2;27.8
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Total;;16.3;11.6;21.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Hombres;;11.2;6.6;16.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2008;Colombia;Región de las Américas;Mujeres;;21;13.6;29.8
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Total;;17.7;12.8;23.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Hombres;;12.2;7.3;18.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2009;Colombia;Región de las Américas;Mujeres;;22.8;15;32.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Total;;19.3;14.1;25.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Hombres;;13.2;8;19.6
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2010;Colombia;Región de las Américas;Mujeres;;24.7;16.4;34.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Total;;20.8;15.3;27.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Hombres;;14.3;8.7;21.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2011;Colombia;Región de las Américas;Mujeres;;26.7;17.6;37.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Total;;22.4;16.4;29.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Hombres;;15.5;9.3;23.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2012;Colombia;Región de las Américas;Mujeres;;28.6;18.8;40
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Total;;24;17.4;31.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Hombres;;16.7;9.7;25.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2013;Colombia;Región de las Américas;Mujeres;;30.6;19.9;43
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Total;;25.6;18.2;34.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Hombres;;17.9;10.1;27.4
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2014;Colombia;Región de las Américas;Mujeres;;32.5;20.7;46.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Total;;27.1;18.9;36.5
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Hombres;;19.1;10.4;29.9
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2015;Colombia;Región de las Américas;Mujeres;;34.3;21.3;49.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Total;;28.6;19.5;39.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Hombres;;20.3;10.5;32.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2016;Colombia;Región de las Américas;Mujeres;;36;21.3;52.6
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Total;;30;19.8;41.6
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Hombres;;21.5;10.3;35.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2017;Colombia;Región de las Américas;Mujeres;;37.6;20.9;56.3
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Total;;31.5;19.9;44.6
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Hombres;;22.7;10.1;39.2
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2018;Colombia;Región de las Américas;Mujeres;;39.3;20.8;59.9
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Total;;33;19.8;47.7
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Hombres;;24;9.9;43.1
Las enfermedades no transmisibles;Hipertensión controlada entre los adultos de 30 a 79 años con hipertensión;2019;Colombia;Región de las Américas;Mujeres;;41;20.5;64
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Total;;15.4;12.6;18.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Hombres;;10.7;7.4;14.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Mujeres;;19.5;15.4;23.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Total;;15.7;13;18.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Hombres;;11.1;7.7;15
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Mujeres;;19.9;15.9;24.2
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Total;;16.2;13.4;19.1
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Hombres;;11.4;8;15.4
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Mujeres;;20.4;16.4;24.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Total;;16.6;13.8;19.5
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Hombres;;11.8;8.4;15.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Mujeres;;20.8;16.8;25
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Total;;17;14.3;19.9
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Hombres;;12.2;8.8;16.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Mujeres;;21.2;17.2;25.4
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Total;;17.4;14.7;20.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Hombres;;12.6;9.1;16.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Mujeres;;21.6;17.6;25.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Total;;17.8;15.1;20.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Hombres;;13;9.5;17
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Mujeres;;22.1;18;26.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Total;;18.2;15.4;21.2
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Hombres;;13.5;9.8;17.4
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Mujeres;;22.5;18.4;26.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Total;;18.7;15.8;21.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Hombres;;13.9;10.2;18
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Mujeres;;22.9;18.7;27.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Total;;19.1;16.2;22.2
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Hombres;;14.3;10.5;18.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Mujeres;;23.4;19.1;27.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Total;;19.5;16.6;22.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Hombres;;14.7;10.8;19.1
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Mujeres;;23.8;19.4;28.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Total;;20;16.9;23.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Hombres;;15.2;11.1;19.7
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Mujeres;;24.3;19.7;29
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Total;;20.4;17.2;23.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Hombres;;15.6;11.4;20.4
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Mujeres;;24.7;20;29.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Total;;20.9;17.5;24.4
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Hombres;;16.1;11.6;21
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Mujeres;;25.2;20.3;30.2
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Total;;21.4;17.9;25.1
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Hombres;;16.6;11.9;21.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Mujeres;;25.7;20.6;30.9
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Total;;21.9;18.2;25.8
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Hombres;;17.1;12.1;22.5
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Mujeres;;26.1;20.8;31.6
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Total;;22.3;18.5;26.5
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Hombres;;17.6;12.4;23.3
Las enfermedades no transmisibles;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Mujeres;;26.6;21;32.5
Las enfermedades no transmisibles;Obesidad entre los adolescentes de 10 a 19 años;2000;Colombia;Región de las Américas;Total;;3;1.6;4.8
Las enfermedades no transmisibles;Obesidad entre los adolescentes de 10 a 19 años;2000;Colombia;Región de las Américas;Hombres;;3;1.2;5.7
